LISEM total flow and sed output file for point 4
Time,Pavg,Qall,Qrunoff,Qsall,Qsrunoff,Conc
days,mm/h,l/s,l/s,kg/s,kg/s,g/l
0.0000000,15.200,3.411,0.063,0.115,0.000,0.000
0.0027778,15.200,14.893,0.285,1.271,0.000,0.000
0.0055556,15.200,37.998,0.706,3.336,0.000,0.000
0.0083333,11.300,70.538,1.144,3.452,0.000,0.000
0.0111111,11.300,127.229,1.647,12.030,0.000,0.000
0.0138889,11.300,229.580,2.166,10.921,0.000,0.000
0.0166667,10.200,400.530,2.584,32.714,0.000,0.000
0.0194444,10.200,671.845,2.940,34.385,0.000,0.000
0.0222222,0.000,966.902,2.555,68.394,0.000,0.000
0.0250000,0.000,1296.639,2.206,116.398,0.000,0.000
0.0277778,0.000,1614.718,1.906,115.746,0.000,0.000
0.0305556,0.000,1887.691,1.654,247.142,0.000,0.000
0.0333333,0.000,2101.249,1.444,208.815,0.000,0.000
0.0361111,0.000,2252.206,1.269,270.744,0.000,0.000
0.0388889,0.000,2345.141,1.123,334.169,0.000,0.000
0.0416667,0.000,2391.748,0.999,319.373,0.000,0.000
0.0444444,0.000,2405.598,0.895,378.998,0.000,0.000
0.0472222,0.000,2396.131,0.806,335.787,0.000,0.000
0.0500000,0.000,2367.283,0.730,414.809,0.000,0.000
0.0527778,0.000,2320.194,0.664,329.669,0.000,0.000
0.0555556,0.000,2256.331,0.606,384.398,0.000,0.000
0.0583333,0.000,2178.709,0.556,297.170,0.000,0.000
0.0611111,0.000,2091.400,0.512,382.833,0.000,0.000
0.0638889,0.000,1998.536,0.473,139.599,0.000,0.000
0.0666667,0.000,1903.597,0.438,373.225,0.000,0.000
0.0694444,0.000,1809.153,0.407,89.943,0.000,0.000
0.0722222,0.000,1716.904,0.380,445.709,0.000,0.000
0.0750000,0.000,1627.878,0.355,75.433,0.000,0.000
0.0777778,0.000,1542.632,0.332,395.804,0.000,0.000
0.0805556,0.000,1461.430,0.312,64.376,0.000,0.000
0.0833333,0.000,1384.369,0.293,361.203,0.000,0.000
0.0861111,0.000,1311.452,0.276,56.110,0.000,0.000
0.0888889,0.000,1242.630,0.261,324.044,0.000,0.000
0.0916667,0.000,1177.818,0.246,49.047,0.000,0.000
0.0944444,0.000,1116.905,0.233,279.100,0.000,0.000
0.0972222,0.000,1059.752,0.221,43.525,0.000,0.000
0.1000000,0.000,1006.200,0.210,244.698,0.000,0.000
0.1027778,0.000,956.071,0.200,38.822,0.000,0.000
0.1055556,0.000,909.178,0.190,216.144,0.000,0.000
0.1083333,0.000,865.323,0.181,34.339,0.000,0.000
0.1111111,0.000,824.311,0.173,187.345,0.000,0.000
0.1138889,0.000,785.947,0.165,37.786,0.000,0.000
0.1166667,0.000,750.044,0.158,162.025,0.000,0.000
0.1194444,0.000,716.423,0.151,33.767,0.000,0.000
0.1222222,0.000,684.916,0.145,122.650,0.000,0.000
0.1250000,0.000,655.364,0.139,33.418,0.000,0.000
0.1277778,0.000,627.622,0.134,78.976,0.000,0.000
0.1305556,0.000,601.555,0.128,78.906,0.000,0.000
0.1333333,0.000,577.036,0.123,71.917,0.000,0.000
0.1361111,0.000,553.953,0.119,70.127,0.000,0.000
0.1388889,0.000,532.199,0.114,66.305,0.000,0.000
0.1416667,0.000,511.678,0.110,60.802,0.000,0.000
0.1444444,0.000,492.303,0.106,61.684,0.000,0.000
0.1472222,0.000,473.991,0.102,50.845,0.000,0.000
0.1500000,0.000,456.669,0.099,57.432,0.000,0.000
0.1527778,0.000,440.268,0.096,44.526,0.000,0.000
0.1555556,0.000,424.726,0.092,53.808,0.000,0.000
0.1583333,0.000,409.986,0.089,38.978,0.000,0.000
0.1611111,0.000,395.995,0.086,50.528,0.000,0.000
0.1638889,0.000,382.703,0.084,33.025,0.000,0.000
0.1666667,0.000,370.067,0.081,47.462,0.000,0.000
0.1694444,0.000,358.044,0.079,29.491,0.000,0.000
0.1722222,0.000,346.596,0.076,43.687,0.000,0.000
0.1750000,0.000,335.687,0.074,27.290,0.000,0.000
0.1777778,0.000,325.286,0.072,38.230,0.000,0.000
0.1805556,0.000,315.361,0.070,27.862,0.000,0.000
0.1833333,0.000,305.885,0.068,36.224,0.000,0.000
0.1861111,0.000,296.830,0.066,25.389,0.000,0.000
0.1888889,0.000,288.173,0.064,33.994,0.000,0.000
0.1916667,0.000,279.890,0.062,20.798,0.000,0.000
0.1944444,0.000,271.962,0.060,31.926,0.000,0.000
0.1972222,0.000,264.368,0.059,17.748,0.000,0.000
0.2000000,0.000,257.089,0.057,30.060,0.000,0.000
0.2027778,0.000,250.109,0.056,16.046,0.000,0.000
0.2055556,0.000,243.411,0.054,28.393,0.000,0.000
0.2083333,0.000,236.981,0.053,14.451,0.000,0.000
0.2111111,0.000,230.804,0.052,26.966,0.000,0.000
0.2138889,0.000,224.868,0.050,12.386,0.000,0.000
0.2166667,0.000,219.160,0.049,25.774,0.000,0.000
0.2194444,0.000,213.668,0.048,7.160,0.000,0.000
0.2222222,0.000,208.383,0.047,28.585,0.000,0.000
0.2250000,0.000,203.293,0.046,6.837,0.000,0.000
0.2277778,0.000,198.389,0.045,26.904,0.000,0.000
0.2305556,0.000,193.662,0.044,5.845,0.000,0.000
0.2333333,0.000,189.104,0.043,25.365,0.000,0.000
0.2361111,0.000,184.706,0.042,5.562,0.000,0.000
0.2388889,0.000,180.462,0.041,23.936,0.000,0.000
0.2416667,0.000,176.364,0.040,5.285,0.000,0.000
0.2444444,0.000,172.405,0.039,22.604,0.000,0.000
0.2472222,0.000,168.580,0.038,5.023,0.000,0.000
0.2500000,0.000,164.882,0.037,20.804,0.000,0.000
0.2527778,0.000,161.306,0.036,4.777,0.000,0.000
0.2555556,0.000,157.846,0.036,19.660,0.000,0.000
0.2583333,0.000,154.497,0.035,4.424,0.000,0.000
0.2611111,0.000,151.255,0.034,18.581,0.000,0.000
0.2638889,0.000,148.115,0.033,4.208,0.000,0.000
0.2666667,0.000,145.073,0.033,17.626,0.000,0.000
0.2694444,0.000,142.125,0.032,4.003,0.000,0.000
0.2722222,0.000,139.267,0.031,16.793,0.000,0.000
0.2750000,0.000,136.495,0.031,3.793,0.000,0.000
0.2777778,0.000,133.806,0.030,16.031,0.000,0.000
0.2805556,0.000,131.196,0.030,3.666,0.000,0.000
0.2833333,0.000,128.663,0.029,15.376,0.000,0.000
0.2861111,0.000,126.203,0.029,3.546,0.000,0.000
0.2888889,0.000,123.814,0.028,14.754,0.000,0.000
0.2916667,0.000,121.493,0.027,3.431,0.000,0.000
0.2944444,0.000,119.237,0.027,14.166,0.000,0.000
0.2972222,0.000,117.045,0.026,3.322,0.000,0.000
0.3000000,0.000,114.912,0.026,13.611,0.000,0.000
0.3027778,0.000,112.838,0.025,3.218,0.000,0.000
0.3055556,0.000,110.820,0.025,13.061,0.000,0.000
0.3083333,0.000,108.857,0.025,3.119,0.000,0.000
0.3111111,0.000,106.946,0.024,12.506,0.000,0.000
0.3138889,0.000,105.085,0.024,3.024,0.000,0.000
0.3166667,0.000,103.273,0.023,11.514,0.000,0.000
0.3194444,0.000,101.507,0.023,2.933,0.000,0.000
0.3222222,0.000,99.787,0.023,11.017,0.000,0.000
0.3250000,0.000,98.111,0.022,2.847,0.000,0.000
0.3277778,0.000,96.477,0.022,10.563,0.000,0.000
0.3305556,0.000,94.884,0.021,2.485,0.000,0.000
0.3333333,0.000,93.331,0.021,9.483,0.000,0.000
0.3361111,0.000,91.815,0.021,2.319,0.000,0.000
0.3388889,0.000,90.337,0.020,8.627,0.000,0.000
0.3416667,0.000,88.894,0.020,2.252,0.000,0.000
0.3444444,0.000,87.486,0.020,8.063,0.000,0.000
0.3472222,0.000,86.111,0.019,2.189,0.000,0.000
0.3500000,0.000,84.769,0.019,6.558,0.000,0.000
0.3527778,0.000,83.459,0.019,2.128,0.000,0.000
0.3555556,0.000,82.178,0.018,6.270,0.000,0.000
0.3583333,0.000,80.927,0.018,1.851,0.000,0.000
0.3611111,0.000,79.705,0.018,5.992,0.000,0.000
0.3638889,0.000,78.511,0.018,1.801,0.000,0.000
0.3666667,0.000,77.343,0.017,5.765,0.000,0.000
0.3694444,0.000,76.201,0.017,1.754,0.000,0.000
0.3722222,0.000,75.085,0.017,5.547,0.000,0.000
0.3750000,0.000,73.993,0.017,1.708,0.000,0.000
0.3777778,0.000,72.926,0.016,5.330,0.000,0.000
0.3805556,0.000,71.881,0.016,1.665,0.000,0.000
0.3833333,0.000,70.858,0.016,5.124,0.000,0.000
0.3861111,0.000,69.858,0.016,1.622,0.000,0.000
0.3888889,0.000,68.879,0.015,4.927,0.000,0.000
0.3916667,0.000,67.920,0.015,1.581,0.000,0.000
0.3944444,0.000,66.981,0.015,4.738,0.000,0.000
0.3972222,0.000,66.062,0.015,1.542,0.000,0.000
0.4000000,0.000,65.162,0.015,4.558,0.000,0.000
0.4027778,0.000,64.280,0.014,1.504,0.000,0.000
0.4055556,0.000,63.416,0.014,4.386,0.000,0.000
0.4083333,0.000,62.569,0.014,1.217,0.000,0.000
0.4111111,0.000,61.739,0.014,4.220,0.000,0.000
0.4138889,0.000,60.926,0.014,1.188,0.000,0.000
0.4166667,0.000,60.129,0.013,4.062,0.000,0.000
0.4194444,0.000,59.348,0.013,0.673,0.000,0.000
0.4222222,0.000,58.581,0.013,3.912,0.000,0.000
0.4250000,0.000,57.830,0.013,0.656,0.000,0.000
0.4277778,0.000,57.093,0.013,3.772,0.000,0.000
0.4305556,0.000,56.370,0.013,0.639,0.000,0.000
0.4333333,0.000,55.661,0.012,3.642,0.000,0.000
0.4361111,0.000,54.965,0.012,0.623,0.000,0.000
0.4388889,0.000,54.283,0.012,3.517,0.000,0.000
0.4416667,0.000,53.612,0.012,0.608,0.000,0.000
0.4444444,0.000,52.955,0.012,3.397,0.000,0.000
0.4472222,0.000,52.309,0.012,0.593,0.000,0.000
0.4500000,0.000,51.675,0.011,3.280,0.000,0.000
0.4527778,0.000,51.053,0.011,0.578,0.000,0.000
0.4555556,0.000,50.442,0.011,3.172,0.000,0.000
0.4583333,0.000,49.842,0.011,0.564,0.000,0.000
0.4611111,0.000,49.253,0.011,3.072,0.000,0.000
0.4638889,0.000,48.674,0.011,0.550,0.000,0.000
0.4666667,0.000,48.105,0.011,2.976,0.000,0.000
0.4694444,0.000,47.546,0.010,0.537,0.000,0.000
0.4722222,0.000,46.997,0.010,2.883,0.000,0.000
0.4750000,0.000,46.457,0.010,0.525,0.000,0.000
0.4777778,0.000,45.927,0.010,2.792,0.000,0.000
0.4805556,0.000,45.406,0.010,0.512,0.000,0.000
0.4833333,0.000,44.893,0.010,2.709,0.000,0.000
0.4861111,0.000,44.390,0.010,0.493,0.000,0.000
0.4888889,0.000,43.894,0.010,2.626,0.000,0.000
0.4916667,0.000,43.407,0.010,0.482,0.000,0.000
0.4944444,0.000,42.928,0.009,2.547,0.000,0.000
0.4972222,0.000,42.457,0.009,0.471,0.000,0.000
