LISEM total flow and sed output file for point 20
Time,Pavg,Qall,Qrunoff,Qsall,Qsrunoff,Conc
days,mm/h,l/s,l/s,kg/s,kg/s,g/l
0.0000000,15.200,3.411,0.046,0.115,0.000,0.000
0.0027778,15.200,14.893,0.322,1.271,0.000,0.263
0.0055556,15.200,37.998,1.227,3.336,0.014,11.310
0.0083333,11.300,70.538,3.139,3.452,0.010,3.060
0.0111111,11.300,127.229,7.304,12.030,0.289,35.178
0.0138889,11.300,229.580,15.816,10.921,0.255,14.297
0.0166667,10.200,400.530,31.240,32.714,1.289,37.004
0.0194444,10.200,671.845,56.459,34.385,8.882,143.394
0.0222222,0.000,966.902,82.010,68.394,3.444,37.722
0.0250000,0.000,1296.639,105.464,116.398,17.376,147.183
0.0277778,0.000,1614.718,122.905,115.746,6.236,45.120
0.0305556,0.000,1887.691,132.691,247.142,20.468,136.553
0.0333333,0.000,2101.249,135.422,208.815,10.085,65.628
0.0361111,0.000,2252.206,132.827,270.744,17.098,112.869
0.0388889,0.000,2345.141,126.794,334.169,15.926,109.507
0.0416667,0.000,2391.748,118.883,319.373,10.998,80.141
0.0444444,0.000,2405.598,110.203,378.998,13.123,102.442
0.0472222,0.000,2396.131,101.464,335.787,7.149,60.168
0.0500000,0.000,2367.283,93.080,414.809,12.421,113.059
0.0527778,0.000,2320.194,85.262,329.669,3.614,35.617
0.0555556,0.000,2256.331,78.098,384.398,9.023,96.271
0.0583333,0.000,2178.709,71.604,297.170,2.591,29.898
0.0611111,0.000,2091.400,65.752,382.833,6.051,75.388
0.0638889,0.000,1998.536,60.495,139.599,2.398,32.191
0.0666667,0.000,1903.597,55.779,373.225,3.935,56.787
0.0694444,0.000,1809.153,51.548,89.943,2.124,32.886
0.0722222,0.000,1716.904,47.749,445.709,2.723,45.118
0.0750000,0.000,1627.878,44.332,75.433,1.501,26.557
0.0777778,0.000,1542.632,41.253,395.804,1.946,36.696
0.0805556,0.000,1461.430,38.472,64.376,1.097,21.988
0.0833333,0.000,1384.369,35.956,361.203,1.531,32.564
0.0861111,0.000,1311.452,33.672,56.110,0.797,17.969
0.0888889,0.000,1242.630,31.595,324.044,1.253,29.855
0.0916667,0.000,1177.818,29.701,49.047,0.507,12.745
0.0944444,0.000,1116.905,27.971,279.100,1.049,27.781
0.0972222,0.000,1059.752,26.386,43.525,0.378,10.541
0.1000000,0.000,1006.200,24.931,244.698,0.879,25.713
0.1027778,0.000,956.071,23.593,38.822,0.790,24.223
0.1055556,0.000,909.178,22.359,216.144,0.023,0.740
0.1083333,0.000,865.323,21.219,34.339,1.638,55.038
0.1111111,0.000,824.311,20.164,187.345,0.019,0.666
0.1138889,0.000,785.947,19.186,37.786,1.346,49.303
0.1166667,0.000,750.044,18.277,162.025,0.016,0.600
0.1194444,0.000,716.423,17.432,33.767,1.112,44.228
0.1222222,0.000,684.916,16.644,122.650,0.010,0.418
0.1250000,0.000,655.364,15.908,33.418,0.909,39.056
0.1277778,0.000,627.622,15.220,78.976,0.005,0.223
0.1305556,0.000,601.555,14.575,78.906,0.733,33.916
0.1333333,0.000,577.036,13.971,71.917,0.001,0.036
0.1361111,0.000,553.953,13.404,70.127,0.573,28.491
0.1388889,0.000,532.199,12.871,66.305,0.000,0.000
0.1416667,0.000,511.678,12.369,60.802,0.449,23.890
0.1444444,0.000,492.303,11.896,61.684,0.000,0.000
0.1472222,0.000,473.991,11.449,50.845,0.415,23.539
0.1500000,0.000,456.669,11.028,57.432,0.000,0.000
0.1527778,0.000,440.268,10.629,44.526,0.384,23.195
0.1555556,0.000,424.726,10.251,53.808,0.000,0.000
0.1583333,0.000,409.986,9.894,38.978,0.356,22.857
0.1611111,0.000,395.995,9.554,50.528,0.000,0.000
0.1638889,0.000,382.703,9.232,33.025,0.331,22.526
0.1666667,0.000,370.067,8.926,47.462,0.000,0.000
0.1694444,0.000,358.044,8.635,29.491,0.309,22.202
0.1722222,0.000,346.596,8.358,43.687,0.000,0.000
0.1750000,0.000,335.687,8.094,27.290,0.288,21.884
0.1777778,0.000,325.286,7.842,38.230,0.000,0.000
0.1805556,0.000,315.361,7.602,27.862,0.270,21.573
0.1833333,0.000,305.885,7.373,36.224,0.000,0.000
0.1861111,0.000,296.830,7.154,25.389,0.253,21.268
0.1888889,0.000,288.173,6.944,33.994,0.000,0.000
0.1916667,0.000,279.890,6.744,20.798,0.237,20.970
0.1944444,0.000,271.962,6.552,31.926,0.000,0.000
0.1972222,0.000,264.368,6.368,17.748,0.223,20.678
0.2000000,0.000,257.089,6.192,30.060,0.000,0.000
0.2027778,0.000,250.109,6.023,16.046,0.210,20.392
0.2055556,0.000,243.411,5.861,28.393,0.000,0.000
0.2083333,0.000,236.981,5.705,14.451,0.198,20.112
0.2111111,0.000,230.804,5.555,26.966,0.000,0.000
0.2138889,0.000,224.868,5.411,12.386,0.187,19.838
0.2166667,0.000,219.160,5.273,25.774,0.000,0.000
0.2194444,0.000,213.668,5.139,7.160,0.177,19.570
0.2222222,0.000,208.383,5.011,28.585,0.000,0.000
0.2250000,0.000,203.293,4.888,6.837,0.167,19.308
0.2277778,0.000,198.389,4.769,26.904,0.000,0.000
0.2305556,0.000,193.662,4.654,5.845,0.158,19.050
0.2333333,0.000,189.104,4.543,25.365,0.000,0.000
0.2361111,0.000,184.706,4.436,5.562,0.150,18.798
0.2388889,0.000,180.462,4.333,23.936,0.000,0.000
0.2416667,0.000,176.364,4.234,5.285,0.143,18.552
0.2444444,0.000,172.405,4.137,22.604,0.000,0.000
0.2472222,0.000,168.580,4.044,5.023,0.136,18.310
0.2500000,0.000,164.882,3.954,20.804,0.000,0.000
0.2527778,0.000,161.306,3.867,4.777,0.129,18.073
0.2555556,0.000,157.846,3.783,19.660,0.000,0.000
0.2583333,0.000,154.497,3.701,4.424,0.123,17.841
0.2611111,0.000,151.255,3.623,18.581,0.000,0.000
0.2638889,0.000,148.115,3.546,4.208,0.117,17.614
0.2666667,0.000,145.073,3.472,17.626,0.000,0.000
0.2694444,0.000,142.125,3.400,4.003,0.112,17.391
0.2722222,0.000,139.267,3.330,16.793,0.000,0.000
0.2750000,0.000,136.495,3.263,3.793,0.107,17.172
0.2777778,0.000,133.806,3.197,16.031,0.000,0.000
0.2805556,0.000,131.196,3.134,3.666,0.102,16.958
0.2833333,0.000,128.663,3.072,15.376,0.000,0.000
0.2861111,0.000,126.203,3.012,3.546,0.097,16.748
0.2888889,0.000,123.814,2.954,14.754,0.000,0.000
0.2916667,0.000,121.493,2.897,3.431,0.093,16.542
0.2944444,0.000,119.237,2.842,14.166,0.000,0.000
0.2972222,0.000,117.045,2.789,3.322,0.089,16.340
0.3000000,0.000,114.912,2.737,13.611,0.000,0.000
0.3027778,0.000,112.838,2.686,3.218,0.085,16.142
0.3055556,0.000,110.820,2.637,13.061,0.000,0.000
0.3083333,0.000,108.857,2.589,3.119,0.081,15.808
0.3111111,0.000,106.946,2.542,12.506,0.000,0.000
0.3138889,0.000,105.085,2.497,3.024,0.000,0.087
0.3166667,0.000,103.273,2.452,11.514,0.000,0.000
0.3194444,0.000,101.507,2.409,2.933,0.000,0.083
0.3222222,0.000,99.787,2.367,11.017,0.000,0.000
0.3250000,0.000,98.111,2.327,2.847,0.000,0.079
0.3277778,0.000,96.477,2.287,10.563,0.000,0.000
0.3305556,0.000,94.884,2.248,2.485,0.000,0.075
0.3333333,0.000,93.331,2.210,9.483,0.000,0.000
0.3361111,0.000,91.815,2.173,2.319,0.000,0.071
0.3388889,0.000,90.337,2.137,8.627,0.000,0.000
0.3416667,0.000,88.894,2.102,2.252,0.000,0.001
