LISEM total flow and sed output file for point 37
Time,Pavg,Qall,Qrunoff,Qsall,Qsrunoff,Conc
days,mm/h,l/s,l/s,kg/s,kg/s,g/l
0.0000000,15.200,3.411,0.012,0.115,0.000,0.000
0.0027778,15.200,14.893,0.080,1.271,0.000,0.000
0.0055556,15.200,37.998,0.294,3.336,0.000,0.000
0.0083333,11.300,70.538,0.703,3.452,0.000,0.000
0.0111111,11.300,127.229,1.467,12.030,0.000,0.000
0.0138889,11.300,229.580,2.711,10.921,0.000,0.000
0.0166667,10.200,400.530,4.368,32.714,0.000,0.000
0.0194444,10.200,671.845,6.347,34.385,0.869,117.792
0.0222222,0.000,966.902,7.371,68.394,0.000,0.000
0.0250000,0.000,1296.639,7.864,116.398,1.488,142.255
0.0277778,0.000,1614.718,7.955,115.746,0.000,0.000
0.0305556,0.000,1887.691,7.784,247.142,1.515,138.419
0.0333333,0.000,2101.249,7.461,208.815,0.000,0.000
0.0361111,0.000,2252.206,7.064,270.744,1.391,135.061
0.0388889,0.000,2345.141,6.639,334.169,0.000,0.000
0.0416667,0.000,2391.748,6.216,319.373,1.078,115.557
0.0444444,0.000,2405.598,5.809,378.998,0.000,0.000
0.0472222,0.000,2396.131,5.426,335.787,0.667,79.768
0.0500000,0.000,2367.283,5.070,414.809,0.000,0.000
0.0527778,0.000,2320.194,4.742,329.669,0.578,77.200
0.0555556,0.000,2256.331,4.439,384.398,0.000,0.000
0.0583333,0.000,2178.709,4.162,297.170,0.153,22.713
0.0611111,0.000,2091.400,3.907,382.833,0.000,0.000
0.0638889,0.000,1998.536,3.673,139.599,0.000,0.000
0.0666667,0.000,1903.597,3.459,373.225,0.000,0.000
0.0694444,0.000,1809.153,3.261,89.943,0.000,0.000
0.0722222,0.000,1716.904,3.080,445.709,0.000,0.000
0.0750000,0.000,1627.878,2.912,75.433,0.000,0.000
0.0777778,0.000,1542.632,2.757,395.804,0.000,0.000
0.0805556,0.000,1461.430,2.614,64.376,0.000,0.000
0.0833333,0.000,1384.369,2.481,361.203,0.000,0.000
0.0861111,0.000,1311.452,2.358,56.110,0.000,0.000
0.0888889,0.000,1242.630,2.244,324.044,0.000,0.000
0.0916667,0.000,1177.818,2.138,49.047,0.000,0.000
0.0944444,0.000,1116.905,2.039,279.100,0.000,0.000
0.0972222,0.000,1059.752,1.946,43.525,0.000,0.000
0.1000000,0.000,1006.200,1.860,244.698,0.000,0.000
0.1027778,0.000,956.071,1.779,38.822,0.000,0.000
