LISEM total flow and sed output file for point 24
Time,Pavg,Qall,Qrunoff,Qsall,Qsrunoff,Conc
days,mm/h,l/s,l/s,kg/s,kg/s,g/l
0.0000000,15.200,3.411,0.282,0.115,0.000,0.000
0.0027778,15.200,14.893,1.374,1.271,0.100,53.147
0.0055556,15.200,37.998,3.542,3.336,0.106,19.795
0.0083333,11.300,70.538,6.141,3.452,0.413,40.539
0.0111111,11.300,127.229,9.885,12.030,0.280,16.823
0.0138889,11.300,229.580,16.042,10.921,0.773,30.120
0.0166667,10.200,400.530,28.481,32.714,1.393,33.842
0.0194444,10.200,671.845,57.366,34.385,3.663,49.763
0.0222222,0.000,966.902,100.090,68.394,4.341,35.362
0.0250000,0.000,1296.639,153.451,116.398,20.592,111.051
0.0277778,0.000,1614.718,202.940,115.746,5.371,21.978
0.0305556,0.000,1887.691,239.182,247.142,73.586,248.929
0.0333333,0.000,2101.249,260.366,208.815,2.428,7.779
0.0361111,0.000,2252.206,268.661,270.744,98.421,304.743
0.0388889,0.000,2345.141,267.356,334.169,3.257,10.141
0.0416667,0.000,2391.748,259.572,319.373,78.736,252.164
0.0444444,0.000,2405.598,247.810,378.998,9.280,30.910
0.0472222,0.000,2396.131,233.901,335.787,58.438,205.864
0.0500000,0.000,2367.283,219.101,414.809,31.534,117.252
0.0527778,0.000,2320.194,204.232,329.669,40.452,160.133
0.0555556,0.000,2256.331,189.802,384.398,28.146,118.911
0.0583333,0.000,2178.709,176.108,297.170,35.409,159.854
0.0611111,0.000,2091.400,163.303,382.833,25.556,123.322
0.0638889,0.000,1998.536,151.449,139.599,31.093,160.327
0.0666667,0.000,1903.597,140.550,373.225,21.500,118.367
0.0694444,0.000,1809.153,130.572,89.943,27.319,160.406
0.0722222,0.000,1716.904,121.463,445.709,18.930,118.378
0.0750000,0.000,1627.878,113.158,75.433,24.032,159.825
0.0777778,0.000,1542.632,105.591,395.804,11.954,84.415
0.0805556,0.000,1461.430,98.696,64.376,21.351,159.835
0.0833333,0.000,1384.369,92.409,361.203,10.533,83.456
0.0861111,0.000,1311.452,86.669,56.110,19.091,159.840
0.0888889,0.000,1242.630,81.423,324.044,9.397,83.006
0.0916667,0.000,1177.818,76.622,49.047,17.124,159.344
0.0944444,0.000,1116.905,72.219,279.100,6.173,60.421
0.0972222,0.000,1059.752,68.176,43.525,15.422,158.551
0.1000000,0.000,1006.200,64.455,244.698,5.602,60.411
0.1027778,0.000,956.071,61.027,38.822,13.958,157.678
0.1055556,0.000,909.178,57.861,216.144,4.957,58.585
0.1083333,0.000,865.323,54.933,34.339,12.865,158.881
0.1111111,0.000,824.311,52.220,187.345,0.001,0.007
0.1138889,0.000,785.947,49.702,37.786,18.610,251.682
0.1166667,0.000,750.044,47.361,162.025,0.000,0.006
0.1194444,0.000,716.423,45.182,33.767,17.089,250.460
0.1222222,0.000,684.916,43.150,122.650,0.000,0.004
0.1250000,0.000,655.364,41.252,33.418,15.741,249.041
0.1277778,0.000,627.622,39.477,78.976,0.000,0.002
0.1305556,0.000,601.555,37.814,78.906,14.539,247.442
0.1333333,0.000,577.036,36.254,71.917,0.000,0.000
0.1361111,0.000,553.953,34.790,70.127,13.462,245.680
0.1388889,0.000,532.199,33.412,66.305,0.000,0.000
0.1416667,0.000,511.678,32.116,60.802,11.188,218.455
0.1444444,0.000,492.303,30.894,61.684,0.000,0.000
0.1472222,0.000,473.991,29.740,50.845,10.400,216.511
0.1500000,0.000,456.669,28.651,57.432,0.000,0.000
0.1527778,0.000,440.268,27.620,44.526,9.685,214.452
0.1555556,0.000,424.726,26.645,53.808,0.000,0.000
0.1583333,0.000,409.986,25.720,38.978,8.978,210.942
0.1611111,0.000,395.995,24.843,50.528,0.000,0.000
0.1638889,0.000,382.703,24.011,33.025,7.060,175.874
0.1666667,0.000,370.067,23.220,47.462,0.000,0.000
0.1694444,0.000,358.044,22.467,29.491,6.579,173.193
0.1722222,0.000,346.596,21.751,43.687,0.000,0.000
0.1750000,0.000,335.687,21.069,27.290,4.690,130.588
0.1777778,0.000,325.286,20.418,38.230,0.000,0.000
0.1805556,0.000,315.361,19.798,27.862,4.367,128.055
0.1833333,0.000,305.885,19.205,36.224,0.000,0.000
0.1861111,0.000,296.830,18.639,25.389,4.133,127.387
0.1888889,0.000,288.173,18.097,33.994,0.000,0.000
0.1916667,0.000,279.890,17.579,20.798,1.464,46.799
0.1944444,0.000,271.962,17.083,31.926,0.000,0.000
0.1972222,0.000,264.368,16.607,17.748,1.355,45.395
0.2000000,0.000,257.089,16.152,30.060,0.000,0.000
0.2027778,0.000,250.109,15.714,16.046,1.254,43.979
0.2055556,0.000,243.411,15.295,28.393,0.000,0.000
0.2083333,0.000,236.981,14.892,14.451,1.160,42.546
0.2111111,0.000,230.804,14.505,26.966,0.000,0.000
0.2138889,0.000,224.868,14.132,12.386,1.073,41.078
0.2166667,0.000,219.160,13.774,25.774,0.000,0.000
0.2194444,0.000,213.668,13.430,7.160,0.990,39.529
0.2222222,0.000,208.383,13.098,28.585,0.000,0.000
0.2250000,0.000,203.293,12.778,6.837,0.926,38.497
0.2277778,0.000,198.389,12.470,26.904,0.000,0.000
0.2305556,0.000,193.662,12.173,5.845,0.883,38.236
0.2333333,0.000,189.104,11.887,25.365,0.000,0.000
0.2361111,0.000,184.706,11.610,5.562,0.844,37.973
0.2388889,0.000,180.462,11.343,23.936,0.000,0.000
0.2416667,0.000,176.364,11.085,5.285,0.806,37.709
0.2444444,0.000,172.405,10.836,22.604,0.000,0.000
0.2472222,0.000,168.580,10.595,5.023,0.771,37.444
0.2500000,0.000,164.882,10.362,20.804,0.000,0.000
0.2527778,0.000,161.306,10.137,4.777,0.739,37.178
0.2555556,0.000,157.846,9.918,19.660,0.000,0.000
