LISEM total flow and sed output file for point 139
Time,Pavg,Qall,Qrunoff,Qsall,Qsrunoff,Conc
days,mm/h,l/s,l/s,kg/s,kg/s,g/l
0.0000000,15.200,3.411,0.540,0.115,0.000,0.020
0.0027778,15.200,14.893,2.739,1.271,0.003,0.888
0.0055556,15.200,37.998,7.929,3.336,0.061,6.595
0.0083333,11.300,70.538,15.820,3.452,0.226,11.850
0.0111111,11.300,127.229,28.521,12.030,0.139,4.115
0.0138889,11.300,229.580,48.669,10.921,0.779,14.012
0.0166667,10.200,400.530,77.942,32.714,1.295,14.956
0.0194444,10.200,671.845,117.808,34.385,4.738,36.902
0.0222222,0.000,966.902,150.497,68.394,5.492,33.464
0.0250000,0.000,1296.639,179.048,116.398,35.379,181.536
0.0277778,0.000,1614.718,199.785,115.746,1.655,7.614
0.0305556,0.000,1887.691,210.709,247.142,66.008,287.654
0.0333333,0.000,2101.249,212.362,208.815,21.257,91.759
0.0361111,0.000,2252.206,206.905,270.744,69.799,308.510
0.0388889,0.000,2345.141,196.844,334.169,19.855,91.958
0.0416667,0.000,2391.748,184.287,319.373,64.046,315.637
0.0444444,0.000,2405.598,170.734,378.998,15.025,79.573
0.0472222,0.000,2396.131,157.145,335.787,53.125,304.181
0.0500000,0.000,2367.283,144.086,414.809,9.021,56.032
0.0527778,0.000,2320.194,131.861,329.669,39.087,263.784
0.0555556,0.000,2256.331,120.605,384.398,5.581,40.932
0.0583333,0.000,2178.709,110.349,297.170,7.684,61.219
0.0611111,0.000,2091.400,101.069,382.833,25.080,216.757
0.0638889,0.000,1998.536,92.706,139.599,0.445,4.163
0.0666667,0.000,1903.597,85.187,373.225,19.885,201.237
0.0694444,0.000,1809.153,78.434,89.943,0.363,3.967
0.0722222,0.000,1716.904,72.367,445.709,16.534,194.336
0.0750000,0.000,1627.878,66.915,75.433,0.300,3.793
0.0777778,0.000,1542.632,62.009,395.804,9.296,125.812
0.0805556,0.000,1461.430,57.587,64.376,0.251,3.633
0.0833333,0.000,1384.369,53.595,361.203,6.229,96.227
0.0861111,0.000,1311.452,49.983,56.110,0.212,3.484
0.0888889,0.000,1242.630,46.710,324.044,5.068,88.661
0.0916667,0.000,1177.818,43.736,49.047,0.180,3.343
0.0944444,0.000,1116.905,41.029,279.100,0.175,3.434
0.0972222,0.000,1059.752,38.560,43.525,0.154,3.209
0.1000000,0.000,1006.200,36.302,244.698,0.013,0.290
0.1027778,0.000,956.071,34.232,38.822,0.133,3.081
0.1055556,0.000,909.178,32.333,216.144,0.000,0.000
0.1083333,0.000,865.323,30.585,34.339,0.116,2.959
0.1111111,0.000,824.311,28.973,187.345,0.000,0.000
0.1138889,0.000,785.947,27.485,37.786,0.000,0.000
0.1166667,0.000,750.044,26.108,162.025,0.000,0.000
0.1194444,0.000,716.423,24.831,33.767,0.000,0.000
0.1222222,0.000,684.916,23.645,122.650,0.000,0.000
0.1250000,0.000,655.364,22.542,33.418,0.000,0.000
0.1277778,0.000,627.622,21.514,78.976,0.000,0.000
0.1305556,0.000,601.555,20.555,78.906,0.000,0.000
0.1333333,0.000,577.036,19.659,71.917,0.000,0.000
0.1361111,0.000,553.953,18.820,70.127,0.000,0.000
0.1388889,0.000,532.199,18.033,66.305,0.000,0.000
0.1416667,0.000,511.678,17.295,60.802,0.000,0.000
0.1444444,0.000,492.303,16.602,61.684,0.000,0.000
0.1472222,0.000,473.991,15.949,50.845,0.000,0.000
0.1500000,0.000,456.669,15.334,57.432,0.000,0.000
0.1527778,0.000,440.268,14.755,44.526,0.000,0.000
0.1555556,0.000,424.726,14.207,53.808,0.000,0.000
0.1583333,0.000,409.986,13.690,38.978,0.000,0.000
0.1611111,0.000,395.995,13.200,50.528,0.000,0.000
0.1638889,0.000,382.703,12.736,33.025,0.000,0.000
0.1666667,0.000,370.067,12.297,47.462,0.000,0.000
0.1694444,0.000,358.044,11.879,29.491,0.000,0.000
0.1722222,0.000,346.596,11.483,43.687,0.000,0.000
0.1750000,0.000,335.687,11.106,27.290,0.000,0.000
0.1777778,0.000,325.286,10.748,38.230,0.000,0.000
0.1805556,0.000,315.361,10.406,27.862,0.000,0.000
0.1833333,0.000,305.885,10.081,36.224,0.000,0.000
0.1861111,0.000,296.830,9.771,25.389,0.000,0.000
0.1888889,0.000,288.173,9.474,33.994,0.000,0.000
0.1916667,0.000,279.890,9.191,20.798,0.000,0.000
0.1944444,0.000,271.962,8.921,31.926,0.000,0.000
0.1972222,0.000,264.368,8.662,17.748,0.000,0.000
0.2000000,0.000,257.089,8.415,30.060,0.000,0.000
0.2027778,0.000,250.109,8.178,16.046,0.000,0.000
0.2055556,0.000,243.411,7.951,28.393,0.000,0.000
0.2083333,0.000,236.981,7.733,14.451,0.000,0.000
0.2111111,0.000,230.804,7.524,26.966,0.000,0.000
0.2138889,0.000,224.868,7.323,12.386,0.000,0.000
0.2166667,0.000,219.160,7.130,25.774,0.000,0.000
0.2194444,0.000,213.668,6.945,7.160,0.000,0.000
0.2222222,0.000,208.383,6.767,28.585,0.000,0.000
0.2250000,0.000,203.293,6.596,6.837,0.000,0.000
0.2277778,0.000,198.389,6.431,26.904,0.000,0.000
0.2305556,0.000,193.662,6.272,5.845,0.000,0.000
0.2333333,0.000,189.104,6.119,25.365,0.000,0.000
0.2361111,0.000,184.706,5.971,5.562,0.000,0.000
0.2388889,0.000,180.462,5.829,23.936,0.000,0.000
0.2416667,0.000,176.364,5.692,5.285,0.000,0.000
0.2444444,0.000,172.405,5.559,22.604,0.000,0.000
0.2472222,0.000,168.580,5.431,5.023,0.000,0.000
0.2500000,0.000,164.882,5.308,20.804,0.000,0.000
0.2527778,0.000,161.306,5.188,4.777,0.000,0.000
0.2555556,0.000,157.846,5.073,19.660,0.000,0.000
0.2583333,0.000,154.497,4.961,4.424,0.000,0.000
0.2611111,0.000,151.255,4.853,18.581,0.000,0.000
0.2638889,0.000,148.115,4.748,4.208,0.000,0.000
0.2666667,0.000,145.073,4.647,17.626,0.000,0.000
0.2694444,0.000,142.125,4.549,4.003,0.000,0.000
0.2722222,0.000,139.267,4.454,16.793,0.000,0.000
0.2750000,0.000,136.495,4.362,3.793,0.000,0.000
0.2777778,0.000,133.806,4.273,16.031,0.000,0.000
0.2805556,0.000,131.196,4.186,3.666,0.000,0.000
