LISEM total flow and sed output file for point 23
Time,Pavg,Qall,Qrunoff,Qsall,Qsrunoff,Conc
days,mm/h,l/s,l/s,kg/s,kg/s,g/l
0.0000000,15.200,3.411,0.090,0.115,0.000,0.000
0.0027778,15.200,14.893,0.392,1.271,0.000,0.000
0.0055556,15.200,37.998,1.004,3.336,0.000,0.000
0.0083333,11.300,70.538,1.798,3.452,0.000,0.000
0.0111111,11.300,127.229,3.058,12.030,0.009,1.423
0.0138889,11.300,229.580,5.348,10.921,0.001,0.057
0.0166667,10.200,400.530,10.529,32.714,0.037,2.237
0.0194444,10.200,671.845,23.850,34.385,0.346,10.703
0.0222222,0.000,966.902,45.780,68.394,0.278,4.759
0.0250000,0.000,1296.639,74.576,116.398,12.916,86.260
0.0277778,0.000,1614.718,102.210,115.746,0.956,7.315
0.0305556,0.000,1887.691,122.858,247.142,27.994,167.931
0.0333333,0.000,2101.249,134.909,208.815,1.823,10.565
0.0361111,0.000,2252.206,139.343,270.744,30.918,172.181
0.0388889,0.000,2345.141,138.085,334.169,2.874,16.197
0.0416667,0.000,2391.748,133.085,319.373,19.558,114.565
0.0444444,0.000,2405.598,125.925,378.998,10.017,61.072
0.0472222,0.000,2396.131,117.745,335.787,1.144,7.394
0.0500000,0.000,2367.283,109.290,414.809,26.570,184.676
0.0527778,0.000,2320.194,101.016,329.669,0.517,3.811
0.0555556,0.000,2256.331,93.176,384.398,23.971,191.324
0.0583333,0.000,2178.709,85.893,297.170,0.327,2.777
0.0611111,0.000,2091.400,79.211,382.833,22.099,202.780
0.0638889,0.000,1998.536,73.127,139.599,0.267,2.594
0.0666667,0.000,1903.597,67.611,373.225,18.307,192.484
0.0694444,0.000,1809.153,62.621,89.943,0.207,2.303
0.0722222,0.000,1716.904,58.111,445.709,16.143,193.076
0.0750000,0.000,1627.878,54.033,75.433,0.129,1.620
0.0777778,0.000,1542.632,50.343,395.804,14.534,196.262
0.0805556,0.000,1461.430,46.999,64.376,0.083,1.172
0.0833333,0.000,1384.369,43.964,361.203,13.149,198.998
0.0861111,0.000,1311.452,41.204,56.110,0.053,0.840
0.0888889,0.000,1242.630,38.689,324.044,11.960,201.491
0.0916667,0.000,1177.818,36.392,49.047,0.030,0.524
0.0944444,0.000,1116.905,34.291,279.100,7.945,148.654
0.0972222,0.000,1059.752,32.364,43.525,0.020,0.382
0.1000000,0.000,1006.200,30.593,244.698,7.290,149.995
0.1027778,0.000,956.071,28.963,38.822,0.037,0.776
0.1055556,0.000,909.178,27.459,216.144,6.521,146.842
0.1083333,0.000,865.323,26.068,34.339,0.307,7.109
0.1111111,0.000,824.311,24.781,187.345,0.001,0.018
0.1138889,0.000,785.947,23.587,37.786,2.977,74.919
0.1166667,0.000,750.044,22.477,162.025,0.001,0.014
0.1194444,0.000,716.423,21.444,33.767,2.726,74.230
0.1222222,0.000,684.916,20.480,122.650,0.000,0.009
0.1250000,0.000,655.364,19.581,33.418,2.509,73.656
0.1277778,0.000,627.622,18.739,78.976,0.000,0.004
0.1305556,0.000,601.555,17.951,78.906,2.320,73.160
0.1333333,0.000,577.036,17.212,71.917,0.000,0.001
0.1361111,0.000,553.953,16.518,70.127,2.153,72.723
0.1388889,0.000,532.199,15.866,66.305,0.000,0.000
0.1416667,0.000,511.678,15.251,60.802,0.169,6.090
0.1444444,0.000,492.303,14.672,61.684,0.000,0.000
0.1472222,0.000,473.991,14.125,50.845,0.141,5.407
0.1500000,0.000,456.669,13.608,57.432,0.000,0.000
0.1527778,0.000,440.268,13.120,44.526,0.117,4.789
0.1555556,0.000,424.726,12.657,53.808,0.000,0.000
0.1583333,0.000,409.986,12.219,38.978,0.030,1.299
0.1611111,0.000,395.995,11.803,50.528,0.000,0.000
0.1638889,0.000,382.703,11.408,33.025,0.021,0.974
0.1666667,0.000,370.067,11.033,47.462,0.000,0.000
0.1694444,0.000,358.044,10.676,29.491,0.014,0.678
0.1722222,0.000,346.596,10.336,43.687,0.000,0.000
0.1750000,0.000,335.687,10.013,27.290,0.008,0.404
0.1777778,0.000,325.286,9.704,38.230,0.000,0.000
0.1805556,0.000,315.361,9.409,27.862,0.003,0.157
0.1833333,0.000,305.885,9.128,36.224,0.000,0.000
0.1861111,0.000,296.830,8.859,25.389,0.002,0.141
0.1888889,0.000,288.173,8.602,33.994,0.000,0.000
0.1916667,0.000,279.890,8.356,20.798,0.002,0.127
0.1944444,0.000,271.962,8.121,31.926,0.000,0.000
0.1972222,0.000,264.368,7.895,17.748,0.002,0.114
0.2000000,0.000,257.089,7.679,30.060,0.000,0.000
0.2027778,0.000,250.109,7.471,16.046,0.002,0.103
0.2055556,0.000,243.411,7.272,28.393,0.000,0.000
0.2083333,0.000,236.981,7.080,14.451,0.001,0.093
0.2111111,0.000,230.804,6.897,26.966,0.000,0.000
0.2138889,0.000,224.868,6.720,12.386,0.001,0.084
0.2166667,0.000,219.160,6.550,25.774,0.000,0.000
0.2194444,0.000,213.668,6.386,7.160,0.001,0.076
0.2222222,0.000,208.383,6.228,28.585,0.000,0.000
0.2250000,0.000,203.293,6.076,6.837,0.001,0.069
0.2277778,0.000,198.389,5.930,26.904,0.000,0.000
0.2305556,0.000,193.662,5.789,5.845,0.001,0.062
