LISEM total flow and sed output file for point 134
Time,Pavg,Qall,Qrunoff,Qsall,Qsrunoff,Conc
days,mm/h,l/s,l/s,kg/s,kg/s,g/l
0.0000000,15.200,3.411,0.014,0.115,0.000,0.000
0.0027778,15.200,14.893,0.098,1.271,0.000,0.000
0.0055556,15.200,37.998,0.387,3.336,0.000,0.000
0.0083333,11.300,70.538,1.008,3.452,0.000,0.000
0.0111111,11.300,127.229,2.336,12.030,0.000,0.000
0.0138889,11.300,229.580,4.965,10.921,0.000,0.000
0.0166667,10.200,400.530,9.923,32.714,0.000,0.000
0.0194444,10.200,671.845,19.367,34.385,0.000,0.000
0.0222222,0.000,966.902,32.282,68.394,0.000,0.006
0.0250000,0.000,1296.639,47.674,116.398,0.019,0.402
0.0277778,0.000,1614.718,62.673,115.746,0.002,0.024
0.0305556,0.000,1887.691,75.556,247.142,0.052,0.663
0.0333333,0.000,2101.249,86.157,208.815,0.055,0.613
0.0361111,0.000,2252.206,94.835,270.744,0.000,0.000
0.0388889,0.000,2345.141,101.837,334.169,0.189,1.754
0.0416667,0.000,2391.748,107.256,319.373,0.000,0.000
0.0444444,0.000,2405.598,111.150,378.998,0.620,5.246
0.0472222,0.000,2396.131,113.623,335.787,0.000,0.000
0.0500000,0.000,2367.283,114.813,414.809,0.863,7.041
0.0527778,0.000,2320.194,114.873,329.669,0.000,0.000
0.0555556,0.000,2256.331,113.948,384.398,0.900,7.372
0.0583333,0.000,2178.709,112.173,297.170,0.000,0.000
0.0611111,0.000,2091.400,109.675,382.833,0.783,6.625
0.0638889,0.000,1998.536,106.584,139.599,0.000,0.000
0.0666667,0.000,1903.597,103.026,373.225,0.559,5.014
0.0694444,0.000,1809.153,99.128,89.943,0.000,0.000
0.0722222,0.000,1716.904,95.007,445.709,0.256,2.475
0.0750000,0.000,1627.878,90.768,75.433,0.000,0.000
0.0777778,0.000,1542.632,86.501,395.804,0.126,1.331
0.0805556,0.000,1461.430,82.280,64.376,0.000,0.000
0.0833333,0.000,1384.369,78.159,361.203,0.100,1.157
0.0861111,0.000,1311.452,74.179,56.110,0.000,0.000
0.0888889,0.000,1242.630,70.369,324.044,0.078,1.000
0.0916667,0.000,1177.818,66.744,49.047,0.000,0.000
0.0944444,0.000,1116.905,63.314,279.100,0.038,0.537
0.0972222,0.000,1059.752,60.080,43.525,0.000,0.000
0.1000000,0.000,1006.200,57.039,244.698,0.030,0.465
0.1027778,0.000,956.071,54.186,38.822,0.000,0.000
0.1055556,0.000,909.178,51.513,216.144,0.023,0.402
0.1083333,0.000,865.323,49.010,34.339,0.000,0.000
0.1111111,0.000,824.311,46.668,187.345,0.018,0.348
0.1138889,0.000,785.947,44.476,37.786,0.000,0.000
0.1166667,0.000,750.044,42.424,162.025,0.015,0.302
0.1194444,0.000,716.423,40.503,33.767,0.000,0.000
0.1222222,0.000,684.916,38.702,122.650,0.000,0.000
0.1250000,0.000,655.364,37.014,33.418,0.000,0.000
0.1277778,0.000,627.622,35.431,78.976,0.000,0.000
0.1305556,0.000,601.555,33.943,78.906,0.000,0.000
0.1333333,0.000,577.036,32.546,71.917,0.000,0.000
0.1361111,0.000,553.953,31.231,70.127,0.000,0.000
0.1388889,0.000,532.199,29.992,66.305,0.000,0.000
0.1416667,0.000,511.678,28.825,60.802,0.000,0.000
0.1444444,0.000,492.303,27.724,61.684,0.000,0.000
0.1472222,0.000,473.991,26.684,50.845,0.000,0.000
0.1500000,0.000,456.669,25.702,57.432,0.000,0.000
0.1527778,0.000,440.268,24.772,44.526,0.000,0.000
0.1555556,0.000,424.726,23.892,53.808,0.000,0.000
0.1583333,0.000,409.986,23.058,38.978,0.000,0.000
0.1611111,0.000,395.995,22.267,50.528,0.000,0.000
0.1638889,0.000,382.703,21.515,33.025,0.000,0.000
0.1666667,0.000,370.067,20.802,47.462,0.000,0.000
0.1694444,0.000,358.044,20.123,29.491,0.000,0.000
0.1722222,0.000,346.596,19.477,43.687,0.000,0.000
0.1750000,0.000,335.687,18.862,27.290,0.000,0.000
0.1777778,0.000,325.286,18.276,38.230,0.000,0.000
0.1805556,0.000,315.361,17.717,27.862,0.000,0.000
0.1833333,0.000,305.885,17.183,36.224,0.000,0.000
0.1861111,0.000,296.830,16.673,25.389,0.000,0.000
0.1888889,0.000,288.173,16.186,33.994,0.000,0.000
0.1916667,0.000,279.890,15.720,20.798,0.000,0.000
0.1944444,0.000,271.962,15.274,31.926,0.000,0.000
0.1972222,0.000,264.368,14.847,17.748,0.000,0.000
0.2000000,0.000,257.089,14.438,30.060,0.000,0.000
0.2027778,0.000,250.109,14.046,16.046,0.000,0.000
0.2055556,0.000,243.411,13.669,28.393,0.000,0.000
0.2083333,0.000,236.981,13.308,14.451,0.000,0.000
0.2111111,0.000,230.804,12.961,26.966,0.000,0.000
