LISEM total flow and sed output file for point 84
Time,Pavg,Qall,Qrunoff,Qsall,Qsrunoff,Conc
days,mm/h,l/s,l/s,kg/s,kg/s,g/l
0.0000000,15.200,3.411,0.219,0.115,0.000,0.000
0.0027778,15.200,14.893,0.797,1.271,0.060,35.663
0.0055556,15.200,37.998,1.688,3.336,0.000,0.120
0.0083333,11.300,70.538,2.493,3.452,0.196,41.846
0.0111111,11.300,127.229,3.440,12.030,0.005,0.780
0.0138889,11.300,229.580,4.534,10.921,0.325,41.473
0.0166667,10.200,400.530,5.571,32.714,0.013,1.420
0.0194444,10.200,671.845,6.556,34.385,0.454,41.987
0.0222222,0.000,966.902,6.010,68.394,0.591,59.043
0.0250000,0.000,1296.639,5.407,116.398,0.000,0.000
0.0277778,0.000,1614.718,4.796,115.746,0.337,40.666
0.0305556,0.000,1887.691,4.217,247.142,0.000,0.000
0.0333333,0.000,2101.249,3.693,208.815,0.267,40.182
0.0361111,0.000,2252.206,3.234,270.744,0.000,0.000
0.0388889,0.000,2345.141,2.839,334.169,0.209,39.345
0.0416667,0.000,2391.748,2.502,319.373,0.000,0.000
0.0444444,0.000,2405.598,2.215,378.998,0.164,38.265
0.0472222,0.000,2396.131,1.972,335.787,0.000,0.000
0.0500000,0.000,2367.283,1.764,414.809,0.130,37.209
0.0527778,0.000,2320.194,1.586,329.669,0.000,0.000
0.0555556,0.000,2256.331,1.433,384.398,0.105,36.166
0.0583333,0.000,2178.709,1.300,297.170,0.000,0.000
0.0611111,0.000,2091.400,1.185,382.833,0.086,35.163
0.0638889,0.000,1998.536,1.085,139.599,0.000,0.000
0.0666667,0.000,1903.597,0.996,373.225,0.072,34.205
0.0694444,0.000,1809.153,0.918,89.943,0.000,0.000
0.0722222,0.000,1716.904,0.849,445.709,0.061,33.294
0.0750000,0.000,1627.878,0.787,75.433,0.000,0.000
0.0777778,0.000,1542.632,0.732,395.804,0.051,32.427
0.0805556,0.000,1461.430,0.683,64.376,0.000,0.000
0.0833333,0.000,1384.369,0.638,361.203,0.000,0.000
0.0861111,0.000,1311.452,0.598,56.110,0.000,0.000
0.0888889,0.000,1242.630,0.561,324.044,0.000,0.000
0.0916667,0.000,1177.818,0.528,49.047,0.000,0.000
0.0944444,0.000,1116.905,0.497,279.100,0.000,0.000
0.0972222,0.000,1059.752,0.469,43.525,0.000,0.000
0.1000000,0.000,1006.200,0.444,244.698,0.000,0.000
0.1027778,0.000,956.071,0.420,38.822,0.000,0.000
0.1055556,0.000,909.178,0.399,216.144,0.000,0.000
0.1083333,0.000,865.323,0.378,34.339,0.000,0.000
0.1111111,0.000,824.311,0.360,187.345,0.000,0.000
0.1138889,0.000,785.947,0.343,37.786,0.000,0.000
0.1166667,0.000,750.044,0.327,162.025,0.000,0.000
0.1194444,0.000,716.423,0.312,33.767,0.000,0.000
0.1222222,0.000,684.916,0.298,122.650,0.000,0.000
0.1250000,0.000,655.364,0.285,33.418,0.000,0.000
0.1277778,0.000,627.622,0.273,78.976,0.000,0.000
0.1305556,0.000,601.555,0.261,78.906,0.000,0.000
0.1333333,0.000,577.036,0.251,71.917,0.000,0.000
0.1361111,0.000,553.953,0.241,70.127,0.000,0.000
0.1388889,0.000,532.199,0.231,66.305,0.000,0.000
0.1416667,0.000,511.678,0.222,60.802,0.000,0.000
0.1444444,0.000,492.303,0.214,61.684,0.000,0.000
0.1472222,0.000,473.991,0.206,50.845,0.000,0.000
0.1500000,0.000,456.669,0.198,57.432,0.000,0.000
0.1527778,0.000,440.268,0.191,44.526,0.000,0.000
0.1555556,0.000,424.726,0.184,53.808,0.000,0.000
0.1583333,0.000,409.986,0.178,38.978,0.000,0.000
0.1611111,0.000,395.995,0.172,50.528,0.000,0.000
0.1638889,0.000,382.703,0.166,33.025,0.000,0.000
0.1666667,0.000,370.067,0.161,47.462,0.000,0.000
0.1694444,0.000,358.044,0.156,29.491,0.000,0.000
0.1722222,0.000,346.596,0.151,43.687,0.000,0.000
0.1750000,0.000,335.687,0.146,27.290,0.000,0.000
0.1777778,0.000,325.286,0.141,38.230,0.000,0.000
0.1805556,0.000,315.361,0.137,27.862,0.000,0.000
0.1833333,0.000,305.885,0.133,36.224,0.000,0.000
0.1861111,0.000,296.830,0.129,25.389,0.000,0.000
0.1888889,0.000,288.173,0.125,33.994,0.000,0.000
0.1916667,0.000,279.890,0.122,20.798,0.000,0.000
0.1944444,0.000,271.962,0.118,31.926,0.000,0.000
0.1972222,0.000,264.368,0.115,17.748,0.000,0.000
0.2000000,0.000,257.089,0.112,30.060,0.000,0.000
0.2027778,0.000,250.109,0.109,16.046,0.000,0.000
0.2055556,0.000,243.411,0.106,28.393,0.000,0.000
0.2083333,0.000,236.981,0.103,14.451,0.000,0.000
0.2111111,0.000,230.804,0.100,26.966,0.000,0.000
0.2138889,0.000,224.868,0.098,12.386,0.000,0.000
0.2166667,0.000,219.160,0.095,25.774,0.000,0.000
0.2194444,0.000,213.668,0.093,7.160,0.000,0.000
0.2222222,0.000,208.383,0.090,28.585,0.000,0.000
0.2250000,0.000,203.293,0.088,6.837,0.000,0.000
0.2277778,0.000,198.389,0.086,26.904,0.000,0.000
0.2305556,0.000,193.662,0.084,5.845,0.000,0.000
0.2333333,0.000,189.104,0.082,25.365,0.000,0.000
0.2361111,0.000,184.706,0.080,5.562,0.000,0.000
0.2388889,0.000,180.462,0.078,23.936,0.000,0.000
0.2416667,0.000,176.364,0.076,5.285,0.000,0.000
0.2444444,0.000,172.405,0.075,22.604,0.000,0.000
0.2472222,0.000,168.580,0.073,5.023,0.000,0.000
0.2500000,0.000,164.882,0.071,20.804,0.000,0.000
0.2527778,0.000,161.306,0.070,4.777,0.000,0.000
0.2555556,0.000,157.846,0.068,19.660,0.000,0.000
0.2583333,0.000,154.497,0.067,4.424,0.000,0.000
0.2611111,0.000,151.255,0.065,18.581,0.000,0.000
0.2638889,0.000,148.115,0.064,4.208,0.000,0.000
0.2666667,0.000,145.073,0.063,17.626,0.000,0.000
0.2694444,0.000,142.125,0.061,4.003,0.000,0.000
0.2722222,0.000,139.267,0.060,16.793,0.000,0.000
0.2750000,0.000,136.495,0.059,3.793,0.000,0.000
0.2777778,0.000,133.806,0.058,16.031,0.000,0.000
0.2805556,0.000,131.196,0.056,3.666,0.000,0.000
0.2833333,0.000,128.663,0.055,15.376,0.000,0.000
0.2861111,0.000,126.203,0.054,3.546,0.000,0.000
0.2888889,0.000,123.814,0.053,14.754,0.000,0.000
0.2916667,0.000,121.493,0.052,3.431,0.000,0.000
0.2944444,0.000,119.237,0.051,14.166,0.000,0.000
0.2972222,0.000,117.045,0.050,3.322,0.000,0.000
0.3000000,0.000,114.912,0.049,13.611,0.000,0.000
0.3027778,0.000,112.838,0.048,3.218,0.000,0.000
0.3055556,0.000,110.820,0.047,13.061,0.000,0.000
0.3083333,0.000,108.857,0.047,3.119,0.000,0.000
0.3111111,0.000,106.946,0.046,12.506,0.000,0.000
0.3138889,0.000,105.085,0.045,3.024,0.000,0.000
0.3166667,0.000,103.273,0.044,11.514,0.000,0.000
0.3194444,0.000,101.507,0.043,2.933,0.000,0.000
0.3222222,0.000,99.787,0.043,11.017,0.000,0.000
0.3250000,0.000,98.111,0.042,2.847,0.000,0.000
0.3277778,0.000,96.477,0.041,10.563,0.000,0.000
0.3305556,0.000,94.884,0.040,2.485,0.000,0.000
0.3333333,0.000,93.331,0.040,9.483,0.000,0.000
0.3361111,0.000,91.815,0.039,2.319,0.000,0.000
0.3388889,0.000,90.337,0.038,8.627,0.000,0.000
0.3416667,0.000,88.894,0.038,2.252,0.000,0.000
0.3444444,0.000,87.486,0.037,8.063,0.000,0.000
0.3472222,0.000,86.111,0.037,2.189,0.000,0.000
0.3500000,0.000,84.769,0.036,6.558,0.000,0.000
0.3527778,0.000,83.459,0.035,2.128,0.000,0.000
0.3555556,0.000,82.178,0.035,6.270,0.000,0.000
0.3583333,0.000,80.927,0.034,1.851,0.000,0.000
0.3611111,0.000,79.705,0.034,5.992,0.000,0.000
0.3638889,0.000,78.511,0.033,1.801,0.000,0.000
0.3666667,0.000,77.343,0.033,5.765,0.000,0.000
0.3694444,0.000,76.201,0.032,1.754,0.000,0.000
0.3722222,0.000,75.085,0.032,5.547,0.000,0.000
0.3750000,0.000,73.993,0.031,1.708,0.000,0.000
0.3777778,0.000,72.926,0.031,5.330,0.000,0.000
0.3805556,0.000,71.881,0.030,1.665,0.000,0.000
0.3833333,0.000,70.858,0.030,5.124,0.000,0.000
0.3861111,0.000,69.858,0.029,1.622,0.000,0.000
0.3888889,0.000,68.879,0.029,4.927,0.000,0.000
0.3916667,0.000,67.920,0.028,1.581,0.000,0.000
0.3944444,0.000,66.981,0.028,4.738,0.000,0.000
0.3972222,0.000,66.062,0.028,1.542,0.000,0.000
0.4000000,0.000,65.162,0.027,4.558,0.000,0.000
0.4027778,0.000,64.280,0.027,1.504,0.000,0.000
0.4055556,0.000,63.416,0.026,4.386,0.000,0.000
0.4083333,0.000,62.569,0.026,1.217,0.000,0.000
0.4111111,0.000,61.739,0.026,4.220,0.000,0.000
0.4138889,0.000,60.926,0.025,1.188,0.000,0.000
0.4166667,0.000,60.129,0.025,4.062,0.000,0.000
0.4194444,0.000,59.348,0.025,0.673,0.000,0.000
0.4222222,0.000,58.581,0.024,3.912,0.000,0.000
0.4250000,0.000,57.830,0.024,0.656,0.000,0.000
0.4277778,0.000,57.093,0.024,3.772,0.000,0.000
0.4305556,0.000,56.370,0.023,0.639,0.000,0.000
0.4333333,0.000,55.661,0.023,3.642,0.000,0.000
0.4361111,0.000,54.965,0.023,0.623,0.000,0.000
0.4388889,0.000,54.283,0.022,3.517,0.000,0.000
0.4416667,0.000,53.612,0.022,0.608,0.000,0.000
0.4444444,0.000,52.955,0.022,3.397,0.000,0.000
0.4472222,0.000,52.309,0.022,0.593,0.000,0.000
0.4500000,0.000,51.675,0.021,3.280,0.000,0.000
0.4527778,0.000,51.053,0.021,0.578,0.000,0.000
0.4555556,0.000,50.442,0.021,3.172,0.000,0.000
0.4583333,0.000,49.842,0.021,0.564,0.000,0.000
0.4611111,0.000,49.253,0.020,3.072,0.000,0.000
0.4638889,0.000,48.674,0.020,0.550,0.000,0.000
0.4666667,0.000,48.105,0.020,2.976,0.000,0.000
0.4694444,0.000,47.546,0.020,0.537,0.000,0.000
0.4722222,0.000,46.997,0.019,2.883,0.000,0.000
0.4750000,0.000,46.457,0.019,0.525,0.000,0.000
0.4777778,0.000,45.927,0.019,2.792,0.000,0.000
