LISEM total flow and sed output file for point 55
Time,Pavg,Qall,Qrunoff,Qsall,Qsrunoff,Conc
days,mm/h,l/s,l/s,kg/s,kg/s,g/l
0.0000000,15.200,3.411,0.302,0.115,0.000,0.484
0.0027778,15.200,14.893,1.652,1.271,0.000,0.001
0.0055556,15.200,37.998,4.912,3.336,0.064,13.062
0.0083333,11.300,70.538,9.706,3.452,0.002,0.168
0.0111111,11.300,127.229,16.553,12.030,2.059,113.023
0.0138889,11.300,229.580,25.452,10.921,0.022,0.803
0.0166667,10.200,400.530,35.529,32.714,9.969,223.164
0.0194444,10.200,671.845,46.751,34.385,0.529,10.397
0.0222222,0.000,966.902,51.798,68.394,14.794,249.987
0.0250000,0.000,1296.639,54.654,116.398,0.000,0.000
0.0277778,0.000,1614.718,55.923,115.746,17.100,274.425
0.0305556,0.000,1887.691,55.900,247.142,0.000,0.000
0.0333333,0.000,2101.249,54.826,208.815,18.136,298.642
0.0361111,0.000,2252.206,52.954,270.744,0.000,0.000
0.0388889,0.000,2345.141,50.542,334.169,16.599,296.236
0.0416667,0.000,2391.748,47.819,319.373,0.000,0.000
0.0444444,0.000,2405.598,44.966,378.998,14.384,287.207
0.0472222,0.000,2396.131,42.111,335.787,0.000,0.000
0.0500000,0.000,2367.283,39.334,414.809,12.880,291.726
0.0527778,0.000,2320.194,36.681,329.669,0.000,0.000
0.0555556,0.000,2256.331,34.175,384.398,11.460,295.966
0.0583333,0.000,2178.709,31.826,297.170,0.000,0.000
0.0611111,0.000,2091.400,29.634,382.833,10.168,299.705
0.0638889,0.000,1998.536,27.598,139.599,0.000,0.000
0.0666667,0.000,1903.597,25.712,373.225,9.019,303.015
0.0694444,0.000,1809.153,23.968,89.943,0.000,0.000
0.0722222,0.000,1716.904,22.361,445.709,7.883,301.120
0.0750000,0.000,1627.878,20.880,75.433,0.000,0.000
0.0777778,0.000,1542.632,19.518,395.804,7.036,304.235
0.0805556,0.000,1461.430,18.266,64.376,0.000,0.000
0.0833333,0.000,1384.369,17.116,361.203,5.943,289.877
0.0861111,0.000,1311.452,16.060,56.110,0.000,0.000
0.0888889,0.000,1242.630,15.089,324.044,3.458,188.090
0.0916667,0.000,1177.818,14.197,49.047,0.000,0.000
0.0944444,0.000,1116.905,13.375,279.100,1.515,90.149
0.0972222,0.000,1059.752,12.619,43.525,0.000,0.000
0.1000000,0.000,1006.200,11.921,244.698,1.333,87.954
0.1027778,0.000,956.071,11.277,38.822,0.000,0.000
0.1055556,0.000,909.178,10.682,216.144,1.178,85.773
0.1083333,0.000,865.323,10.130,34.339,0.000,0.000
0.1111111,0.000,824.311,9.620,187.345,1.046,83.625
0.1138889,0.000,785.947,9.145,37.786,0.000,0.000
0.1166667,0.000,750.044,8.705,162.025,0.925,80.880
0.1194444,0.000,716.423,8.294,33.767,0.000,0.000
0.1222222,0.000,684.916,7.912,122.650,0.829,78.915
0.1250000,0.000,655.364,7.555,33.418,0.000,0.000
0.1277778,0.000,627.622,7.221,78.976,0.741,76.517
0.1305556,0.000,601.555,6.909,78.906,0.000,0.000
0.1333333,0.000,577.036,6.616,71.917,0.669,74.668
0.1361111,0.000,553.953,6.341,70.127,0.000,0.000
0.1388889,0.000,532.199,6.083,66.305,0.606,72.865
0.1416667,0.000,511.678,5.840,60.802,0.000,0.000
0.1444444,0.000,492.303,5.612,61.684,0.551,71.110
0.1472222,0.000,473.991,5.396,50.845,0.000,0.000
0.1500000,0.000,456.669,5.193,57.432,0.502,69.403
0.1527778,0.000,440.268,5.001,44.526,0.000,0.000
0.1555556,0.000,424.726,4.819,53.808,0.110,16.322
0.1583333,0.000,409.986,4.647,38.978,0.000,0.000
0.1611111,0.000,395.995,4.484,50.528,0.099,15.656
0.1638889,0.000,382.703,4.329,33.025,0.000,0.000
0.1666667,0.000,370.067,4.182,47.462,0.090,15.023
0.1694444,0.000,358.044,4.043,29.491,0.000,0.000
0.1722222,0.000,346.596,3.910,43.687,0.081,14.422
0.1750000,0.000,335.687,3.784,27.290,0.000,0.000
0.1777778,0.000,325.286,3.664,38.230,0.074,13.852
0.1805556,0.000,315.361,3.549,27.862,0.000,0.000
0.1833333,0.000,305.885,3.440,36.224,0.067,13.309
0.1861111,0.000,296.830,3.335,25.389,0.000,0.000
0.1888889,0.000,288.173,3.235,33.994,0.061,12.793
0.1916667,0.000,279.890,3.140,20.798,0.000,0.000
0.1944444,0.000,271.962,3.049,31.926,0.056,12.302
0.1972222,0.000,264.368,2.962,17.748,0.000,0.000
0.2000000,0.000,257.089,2.878,30.060,0.051,11.835
0.2027778,0.000,250.109,2.798,16.046,0.000,0.000
0.2055556,0.000,243.411,2.721,28.393,0.029,7.211
0.2083333,0.000,236.981,2.647,14.451,0.000,0.000
0.2111111,0.000,230.804,2.576,26.966,0.027,6.972
0.2138889,0.000,224.868,2.508,12.386,0.000,0.000
0.2166667,0.000,219.160,2.443,25.774,0.025,6.743
0.2194444,0.000,213.668,2.380,7.160,0.000,0.000
0.2222222,0.000,208.383,2.320,28.585,0.023,6.524
0.2250000,0.000,203.293,2.261,6.837,0.000,0.000
0.2277778,0.000,198.389,2.205,26.904,0.021,6.314
0.2305556,0.000,193.662,2.151,5.845,0.000,0.000
0.2333333,0.000,189.104,2.099,25.365,0.020,6.112
0.2361111,0.000,184.706,2.049,5.562,0.000,0.000
0.2388889,0.000,180.462,2.000,23.936,0.018,5.919
0.2416667,0.000,176.364,1.954,5.285,0.000,0.000
0.2444444,0.000,172.405,1.908,22.604,0.017,5.733
0.2472222,0.000,168.580,1.865,5.023,0.000,0.000
0.2500000,0.000,164.882,1.823,20.804,0.016,5.555
0.2527778,0.000,161.306,1.782,4.777,0.000,0.000
0.2555556,0.000,157.846,1.742,19.660,0.015,5.384
0.2583333,0.000,154.497,1.704,4.424,0.000,0.000
0.2611111,0.000,151.255,1.667,18.581,0.014,5.220
0.2638889,0.000,148.115,1.632,4.208,0.000,0.000
0.2666667,0.000,145.073,1.597,17.626,0.013,5.062
0.2694444,0.000,142.125,1.564,4.003,0.000,0.000
0.2722222,0.000,139.267,1.531,16.793,0.012,4.910
0.2750000,0.000,136.495,1.500,3.793,0.000,0.000
0.2777778,0.000,133.806,1.469,16.031,0.011,4.752
0.2805556,0.000,131.196,1.439,3.666,0.000,0.000
0.2833333,0.000,128.663,1.411,15.376,0.011,4.612
0.2861111,0.000,126.203,1.383,3.546,0.000,0.000
0.2888889,0.000,123.814,1.356,14.754,0.010,4.478
0.2916667,0.000,121.493,1.329,3.431,0.000,0.000
0.2944444,0.000,119.237,1.304,14.166,0.009,4.349
0.2972222,0.000,117.045,1.279,3.322,0.000,0.000
0.3000000,0.000,114.912,1.255,13.611,0.009,4.224
0.3027778,0.000,112.838,1.231,3.218,0.000,0.000
0.3055556,0.000,110.820,1.208,13.061,0.008,4.104
0.3083333,0.000,108.857,1.186,3.119,0.000,0.000
